번호,제목,작성자,날짜,조회수,추천수,댓글수,본문,이미지수,링크
111715,정체기라고 판단하긴 아직 이른가?,ㅇㅇ,2026-04-20 20:00:49,181,0,10,"마쫀꾸 7주차 5미리 맞는중인데
매주 1키로씩은 내려가더니
5일째 체중 변화 없음
정채기라고 하긴 아직 이른가?
초반에 숫자 내려가는 재미 보다가 멈추니까 쪼매 조급해지네?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111715&page=4
111714,급찐 마운자로로 빠지겠지?,ㅇㅇ,2026-04-20 19:56:36,156,0,3,"두달만에 5키로 쪘어 오늘 2.5받아서 첫주사 했는데 별느낌 안드네
바늘 찌른 부분만 조금 얼얼한 느낌임",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111714&page=4
111713,아 연어장 먹고싶다,마갤러,2026-04-20 19:54:53,36,0,0,"내가 정말 기가막히게 만들거든?  진짜 연어장에 양파, 땡초, 연어 잔뜩 잡아넣어서
따뜻한 흰밥 한숟가락 뜨고 그위에 연어 하나~ 양파하나~ 땡초 하나~ 올려서 한입먹으면
극락이야진짜. 소스좀더 여유있게 만들었으면 거기에 반숙계란 15개정도 사서 소스담궈두고 하루이틀 뒤에 먹으면
ㅅㅂ 미친맛이지.
아 맛있겟다 연어장",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111713&page=4
111712,오늘 딱 2달차 인데..  정체기인가,ㅇㅇ,2026-04-20 19:52:07,177,0,5,"2.5한달 5짜리 한달
시작은 2월25에 시작함
근데 몸무게 마붕이들처럼 10키로씩 안빠지네..
내일 5짜리 받으러 갈껀데",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111712&page=4
111711,연어는 노도시 이런곳가면 kg 2.x만원 이런식으로해서 팔거든,킹데스,2026-04-20 19:50:28,147,0,6,"짤은 다른곳인데
암튼 노도시라고 사이트있는데 거기는 2kg 팔던가그럴거임
이렇게 구매하는사람들많아서 알아서 그 중매인들이 쪼개가지고 파는거있으니까
잘 찾아서 구매해보셈
생각보다 쌉니다
한마리말고 필렛으로 파는게있음. 좀더비싸긴한데",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111711&page=4
111710,살처짐 ㅈㄴ 걱정되서 찾아봤는데,ㅇㅇ,2026-04-20 19:49:14,248,0,5,"케바케는 맞는거같다
물론 천천히 빼면은 덜 처지는 것 같기는 한데 처질 사람은 처지는 듯
일단 젊을 때 빼면 확률이 낮아 지는 거는 맞는 듯
그래도 안 빼는 것보다는 나으니까 일단 다 빼고 처지면 거상 하던가 해야지",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111710&page=4
111709,배불러서 남김,끝을잡고,2026-04-20 19:47:44,86,0,1,"그릭요거트랑  치킨무남김
오늘주사꼽는날임
- dc official App",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111709&page=4
111708,굽네 고추바사삭 닭가슴살 100% 후기,ㅇㅇ,2026-04-20 19:45:38,318,1,6,"이 새끼들 요즘 마운자로 유행한다고 이거 낸건지
궁금해서 시켜봤는데 남은거 다 동생한테 떠넘김
시켜먹는 치킨은 그냥 맛있는 거 먹으셈
저기 보이는 모든 살이 순수 가슴살
뼈 없음",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111708&page=4
111707,연어가 생각보다 싸구나...,경진격,2026-04-20 19:45:13,272,0,21,"몸통 + 뱃살이 38,000원정도네
1주에 2번 1끼에 200g씩 먹는다면
2.5주 먹누?",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111707&page=4
111706,반숙달걀은 왜케 안까지냐,끝을잡고,2026-04-20 19:44:27,105,0,2,"구운달걀은 쉽게까지는데
- dc official App",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111706&page=4
111705,나도 초절식 하고싶긔,ㅇㅇ,2026-04-20 19:40:41,139,0,4,"근데 탄수 좀 줄였다고 바로 기립성저혈압 심하게 떠서 일상생활이 불가능해지더라 진짜 쓰러질 뻔함
초절식도 몸이 받쳐줘야 하는 거다
강제로 탄수 적당히 먹고 적당히 단백질 챙기는 슬로우 식단 하는 중...",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111705&page=4
111704,한상차림 묵는다 ㅅㅂ,끝을잡고,2026-04-20 19:36:49,208,0,11,"600칼로리쯤될즛
- dc official App",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111704&page=4
111703,씹돼지분들 착각하시는 게 있는데;;,마갤러,2026-04-20 19:36:45,1025,26,9,"뭐 근육이 줄어든다느니 요요가 와서 몸 씹창난다느니 걱정해봐야
현재 당신 몸상태보다 안 좋을 수가 없으니까
마음 편히 살부터 빼세요",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111703&page=4
111702,내일 점심 저녁은 포케다,경진격,2026-04-20 19:35:27,132,1,5,"9,540원
최소 4번은 먹을듯?",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111702&page=4
111701,나 20키로 살 찌기 전에 이쁘단 말 진짜 많이 들음,마갤러,2026-04-20 19:35:08,384,1,21,"나 고백도 많이 받고
그래서 내가 정말로 긁지 않는 복권 맞음 ㅋㅋㅋ
특히 살찌기 전에 고백 많이 받았고 잘 사귀었음
각종 스트레스로 살이 쪘지만
이제 빨리 빼야지. 여름때 사놓은 옷 다 입고 댕겨야지 ㅠㅠ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111701&page=4
111700,금요일 구운치킨을 위하여,ㅇㅇ,2026-04-20 19:34:06,36,0,0,"후
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111700&page=4
111699,49키로 뺀 돼지 진짜 대단하다 계란 2개 방울토마토 먹고 5개월,마갤러,2026-04-20 19:27:01,291,0,8,"진짜 그정도 의지라면 뭘 해도 될  사람 아님??
나는 식단은 그렇게는 못하겠어 ㅠㅠ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111699&page=4
111698,마운자로 맞고 먹을게 안 넘어감...,마갤러,2026-04-20 19:24:22,264,0,12,"177 104키로 뚱돼지인데
마운자로 5맞고 있는데 먹을게 안 넘어감..
칼로리 1700정도,기초대사량 이상은 무조건 먹어야 요요 안 온다고 하는데
아침은 안먹고 점심 저녁만 먹고있는데 도합 1200칼로리정도 먹으면 더 이상 못먹겠어..
이러다 절식으로 근육 다 빠지고 요요 오는거 아닐까 너무 무서운데 어떻게 해야할까..?
용량을 다시 줄여야 하는건가",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111698&page=4
111697,너넨 이거 되냐,마갤러,2026-04-20 19:23:43,125,0,2,"다리꼬기
언제부턴가 되네  ㅋㅋ
마쫀쿠는 신이야",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111697&page=4
111696,날씨앱 ㅅㅂ,마갤러,2026-04-20 19:18:38,143,0,3,"날 암살하려고 하네
ㅈㄴ 당당하게 달리기에 적당하다고 하냐
ㅅㅂ럼이",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111696&page=4
111695,다이어트중 구내염생긴사람 잇냐?,ㅇㅇ,2026-04-20 19:17:04,95,0,5,"와 조금 피곤했다고 역대급으로 입안 씹창낫어
그 하얀 구내염 상처 7개났다
바로 비타민시킴..
단백질만 챙기고 다른 영양제 소홀히했더니 이런듯",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111695&page=4
111694,식사기록 17일차,마뚱뚱이,2026-04-20 19:16:05,96,0,3,맛저하셔요~,2,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111694&page=4
111693,하도 살 안빠져서 허리둘래 재밧는대,ㅇㅇ,2026-04-20 19:10:48,332,0,15,"42.5인치 나오는대 이거 맛냐
재는 법이 따로 잇는건가
173 / 84~5kg나옴",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111693&page=5
111692,5mg 4일차 누적31일차 @@,마갤러,2026-04-20 19:09:58,101,0,0,"와 드디어 입맛이 없다는걸 느꼈다. 원래 저녁 두부300 닭가슴살 100g 크림소스 100g에 이번엔 소고기 다진거 85g정도 넣었는데
우와............... 2/3정도 먹고 아 못먹겠다 하고 숟가락 내려둠. 기분이 좋네 뭔가 하고있다는게 느껴져
그리고 밥먹기전 속세에 찌들어 있었을때 먹으려고 사둔 냉동실에 있던 레토르트,각종음식들 싹다 버림.
그중에 진짜 이건 도저히 못버리겠다 싶은거. 쭈꾸미볶음, 쫄면+족발세트, 오리주물럭 이건 못버리겠더라 ㅠㅠ
내가 먹진 못할꺼고 와이프가 먹을때 조금 주워먹어야지....",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111692&page=5
111691,2.5쫀쿠 3주차,마갤러,2026-04-20 19:07:54,60,0,0,"175 / 99 -> 93
ㅍㅌㅊ?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111691&page=5
111690,라멘 면 다 남겼다.,ㅇㅇ,2026-04-20 19:01:07,73,0,0,계란추가해서 먹었는데 토핑 다 먹는순간 배 존나 불러서 면 싸그리 남김.. 밥까지 말아먹던 나 맞나 싶다.,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111690&page=5
111689,남자기준 bmi가 24.9 아래여야 정상이네,타우맨,2026-04-20 18:57:40,218,0,3,"18.5미만 저체중
18.5~24.9가 정상
25~29.9 과체중
30이상 비만",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111689&page=5
111688,갑자기 배고파진,ㅇㅇ,2026-04-20 18:55:59,57,0,0,"카레먹방러면 개추 ㅋㅋㅋㅋ
갑자기 약효 떡락하는 느낌
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111688&page=5
111687,5주차 5mg 인데 왜 첫달보다 효과 없는 것 같지? 7.5로 증량 할까,마갤러,2026-04-20 18:49:32,210,0,8,"5주차 넘어왔는데 왜 효과 없는것 같지??
첫달은 아예 안먹히더니
이제는 먹긴 먹어 소화가 안되긴 해도
7.5 로 증량 해야 할까??",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111687&page=5
111684,와 드디어 마운자로 8펜 삿다..,마갤러,2026-04-20 18:44:08,289,0,2,"근데 처방전 땜에 의사를 조우했는데
고혈압에 체중도 너무 높고
그래서
심전도검사 피검사 받고
혈압약도 별도로 추가 처방받고
2.5 8펜 하려햇는데 의사분이 높이래서
2.5  5  1박스씩 받아왓음
근데 요즘 재고가 진짜 빨리 없어지는듯
나 사자마자 바로 재고 텅 비어서 (2.5는 더더욱)",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111684&page=5
111683,두쫀쿠시작한지 두달째 인바디 -12kg,마갤러,2026-04-20 18:42:19,172,1,1,"첫펜 맞기전에 -4키로 빼놓고
2.5 4펜 맞아서 -4.3kg
담달 5.0 4펜맞고 -4.2kg
오늘 가서 인바디 재고 5.0 4펜 받아옴
근육량은 운동 안 해서 씹창나긴함
그래도 정상체중에가까워져서좋음",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111683&page=5
111682,다들 그릭요거트 집에서 해먹어라 ㅇㅇ,ㅇㅇ,2026-04-20 18:40:14,198,0,6,유청 싹 분리되니까 꾸덕하고 안달아도 깔끔해서 존나맛있음 적당히 먹으면 단백질도 채우고 똥도 잘쌈,1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111682&page=5
111681,탄수좀 먹으래서 올해 첫 마라탕시킴,타우맨,2026-04-20 18:39:19,168,2,3,반 먹고 냉장고 들어감 ㅇㅇ배부루다,1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111681&page=5
111680,마운자로 뚜껑이 뭔소린가했네,마갤러,2026-04-20 18:30:22,247,0,1,"ㅅㅂ 난 퀵펜이라 다른거구나
여태 겪은 부작용 죄다 상상인줄알고 놀램",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111680&page=5
111678,어제 10 맞았는데,마갤러,2026-04-20 18:24:21,78,2,0,"지금까지 아무것도 못먹었다
안먹은게 아니라 ㅅㅂ 못먹겠다 물 밖에 안들어간다
와 10은 진짜 다르네;;
일어나니까 어지러워서 억지로 샐러드라도 먹어야할거 같은데 돌겠다..",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111678&page=5
111677,짭이든 뭐든,ㅇㅇ,2026-04-20 18:18:14,192,0,1,"일단 대조해봤는데 이상은 없는거같다만
근데 왜 15랑 10이랑 자간, 띄워쓰기 다르냐?ㅋㅋ
이제 못사는데 뭔 의미가 있겠누ㅋㅋㅋ",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111677&page=5
111676,린도자로 짭 구분법,ㅇㅇ,2026-04-20 18:14:05,455,0,5,"정품 사진
짭사진
짭은 저부분에 r들어감
짭사진
사진이 다르고 -1적힌 부분에 검은칠이 없음",3,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111676&page=5
111675,첫주사 3일지났는데 이거 맞냐 디지겠는데,옥보살,2026-04-20 18:13:21,192,0,5,"2.5미리 초보자용 한대맞고 3일동안 위아래 다 쏟아내더니
사경을 헤매고 3일만에 4키로 빠져서 95에서 91키로 되어버림
진짜 죽다살아났는데 나만 이런거지?
이거 진짜 계속하면 디질거같은데?
지금도 계속 황냄새나는 트름 계속 나오고 탈수때매 죽겠는데
너네는 별증상없음?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111675&page=5
111674,위고비에서 마운자로로 넘어갈때,마갤러,2026-04-20 18:08:49,163,0,4,"형님들 지금 위고비 0.25 맞고있는데요
0.25에서 마운자로 5.0인 2단계로 넘어가도 괜찮을까요
병원에서는 넘어가도 괜찮을 것 같다고 하는데
혹시 저처럼 넘어가신분이 있으시면 괜찮았는지 궁금합니다",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111674&page=5
111673,10시 ~2시자야 성장호르몬 분비된대,ㅇㅇ,2026-04-20 18:08:00,143,0,2,- dc official App,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111673&page=5
111672,근데 하루 치팅해서 2-4키로쪗다는건,10돼지등린이,2026-04-20 18:02:54,224,1,4,"그냥 치팅때 2-4키로 치를 먹어서 그런거아니냐
인간의몸이 없던 무게를 만들어내진않을꺼고..",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111672&page=5
111671,이제마쫀쿠없는삶은 상상도못하겟음,꼬몽,2026-04-20 17:57:24,191,0,1,ㅇ,1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111671&page=5
111670,"이제 7개월차, 한계인듯",까마귀,2026-04-20 17:57:19,328,0,9,"5짜리... 이젠 7개월인데 더 안된다.
눈에 띄게 멈춤
딱 좋긴한데
유지해야겠지...",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111670&page=5
111669,bmi40 3월에 피검결과 당뇨뜸 마운자로 2달째처방중 보험청구넣어볼라고,마갤러,2026-04-20 17:55:22,150,0,6,"3월에 피검결과 당뇨뜸 공복혈당, 당화혈색소 전부 당뇨래
의사가 당뇨입니다 라고했고 약은 안줌 아직 젊어서 체중조절좀 해보쟤
당뇨 진단서같은건 안받았고
저 말 듣고 바로 근처 내과로 가서 마운자로 처방받고 지금 1달하고 2주째 맞는중
2.5한달(31만원 결제) 맞고 5.0(43만원 결제) 2주째 맞고있다
청구의신 보니까 내과가 제휴병원이라 바로 실손보험 청구가능하다고 나와있어서 일단 찔러보기 보험청구 넣어봄
db손해보험이고 총2갠데 1개는 4세대 1개는 2세대래. 여기서 자료 뭐달라고하는지랑 후기같은거 적을겡",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111669&page=5
111668,본인 오늘자 집바디,ㅇㅇ,2026-04-20 17:54:29,83,0,0,"크레아틴 복용한지 얼마안되긴했는데
골근이 계속 오르노ㅋㅋㅋ
체중계바꾸려고 h40 아가리벌리고있는데
매물이 안뜬다. 새건 돈아까운디",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111668&page=5
111667,단식 21시간째인데 평온하네...,경진격,2026-04-20 17:53:33,162,1,5,"어제 아침겸 점심으로 늦게
오후 2시 30분쯤 고기싸롱 가고
저녁은 오후 7시 15분쯤 호식이
양념 1마리 + 매운간장 1마리 시킨거
먹다가 밤 9시? 10시? 까지
2/3 정도 먹었으니
화요일 오전 5시 40분까지 단식하면 32시간인데
지금 월요일 오후 6시니 21시간 정도 단식중이네...
뭔가 평온하다...",2,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111667&page=5
111666,초초고도비만 3주치 일반식 식단기록 + 잡설,마갤러,2026-04-20 17:53:33,197,1,6,"키 160 90키로 돼지
2.5로 시작 (3/28)
오늘 4펜째 맞음(4/20)
90kg->86.5
운동 x
드라마틱하게 식욕 조절 되던건 2펜까지였어
식욕억제제처럼 그냥 입 앞에 치킨 들이밀어도 안먹고싶을정도
3펜부터는 그냥 식욕 반정도 남아있고 먹는양 조절됨
맛있는거 너무 좋아해서 일반식 포기가 안됐어 ㅋㅋㅋㅋㅋ
닭가슴살도 시도해봤는데 다 별로라 통닭가슴살 너겟 사봄
그릭요거트도 맛없어서 당이랑 지방 다 있는 이름만 그릭인 복숭아맛 딸기맛 이런거로 먹음
하나당 70칼로리
라떼는 아이스라떼고 시럽 원래 안넣었음
이것도 우유 저지방 무지방으로 하던데 맛없어서 일반우유로 다 먹음...
의지도 약하고 스트레스에도 취약해서
그냥 일반식 적게 먹고 단백질 채우면서 한달에 3키로라도 빼고싶음 ㅠㅠ
갤 보니까 식단 다 빡세게 하던데 진짜 존경해
그리고 위고비도 해봤는데 주사 맞을때 마운자로가 훨씬 아픔 왜그런지 모르겠다",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111666&page=5
111665,마쫀쿠 일주일에 한번 맞기 넘 힘들다,ㅇㅇ,2026-04-20 17:52:24,134,2,2,"매일 맞는게 더 재밌을거 같은데
맞는날이 넘 기다려짐",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111665&page=5
111664,근데 니네 정상체중되도 계속 맞을꺼야?,마갤러,2026-04-20 17:51:32,346,0,13,"난 돈은 고민안되는데 몸에안좋을까봐 고민이야
인스타 유명 마운자로 의사한테 물아보니까
정상체중이면 끊으래
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111664&page=5
111663,오운완ㅆ,ㅇㅇ,2026-04-20 17:50:17,34,0,0,"후
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111663&page=5
111662,요즘 마운자로 가격 이거 맞아?,마갤러,2026-04-20 17:48:44,313,0,2,"2.5mg
약 28~35만원
5mg
약 40~45만원
7.5~10mg
약 55~65만원
이정도 나옴?
미리 마음의 준비하고 병원가게",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111662&page=5
111661,내일 오랜만에 병원가는데 그 의사쌤....,마갤렁,2026-04-20 17:48:32,177,0,9,"나 처음 갔을때도 상냥하셨고
8키로 뺐다니까 너무 조아하셨거든
온갖 응원과 조언 다해주시면서..
지금은 8키로가 26키로가 됐어
해달라는대로 처방해주셔서 쟁여둔게 많았거든
오랜만에 낼 뵈러 가는데 좋아해주실 생각에 입꼬리 씰룩쌜룩
넘 감사해서 타지로 이사했는데도 뵈러가려고 ㅋㅋㅋ
이랬는데 갑자기 낼 차갑고 의무적으로 변하셨으면
나 괜히 상처 ㅋㅋㅋㅋㅋㅋㅋ
내일 증량 여쭤볼건데 쌤 자꾸 돈아끼라고 하셔서...
하아.... 암튼 낼 뵙고올게!",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111661&page=5
111660,단백질 음료랑 파우더 어느거로 할까,마갤러,2026-04-20 17:48:18,211,0,22,"뭔가 내 계산식에는 둘의 가격차이가 큰 차이 없어보이는데
파우더가 할인 잘 받으면 더 싼가??
더단백이랑 다이마타이즈wpc 초코맛 이거 비교하고있어
태어나서 한번도 안 먹어봐서 정보가 뒤적거려보는중",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111660&page=5
111658,애들아마쫀쿠말야 지금일년할생각이거든?,꼬몽,2026-04-20 17:45:13,218,0,6,"그러고나서 나중에 또 일년해도되는거야?
총 3년할수있다고 어디서 본거같아서",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111658&page=5
111657,오늘 저녁 단백질 음료 3개 60그램,마갤러,2026-04-20 17:43:30,142,1,10,가볍게 먹엇다,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111657&page=5
111656,누렁아 밥먹자,inspect2631,2026-04-20 17:41:26,109,1,2,"닭찌
계란찜
당근라페",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111656&page=5
111655,오늘 저녁은 단호박죽,킹데스,2026-04-20 17:32:48,35,0,0,"닭가슴살100g과 테이크핏맥스초코하나
약맞은날은 먹는게고역이다 ㄹㅇ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111655&page=5
111654,혹시 가짜 마운자로 유통 뉴스 어디서 봤어??,마갤러,2026-04-20 17:31:31,313,0,7,"가짜 마운자로 유통 뉴스랑 로트번호까지 떠 있는 뉴스기사 있어??
어떤놈이 로트번호 뜬 기사는 없다고
인도꺼 15mg D949932 이거
가짜 아니라고 박박 우기는놈이 있어서
좀 보여주고 싶은데
찾아보니까 해외기사라 그런거 잘 못찾겠어",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111654&page=5
111653,최근 기준 마쫀쿠 5mg 처방전까지 얼마에 샀음??,ㅇㅇ,2026-04-20 17:29:10,249,0,6,집에서 종로까지 15분 거리라 어플로 예약하고 갔는데 처방전까지 38.5만원이더라. 보통 이 정도가 ㅍㅌㅊ지?,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111653&page=5
111652,팩트는 린도 맞은애들은 죄다 졸업했다는거임,ㅇㅇ,2026-04-20 17:25:34,360,1,5,"못사거나 늦게 온놈들만
심술부리고 있는거고. ㅋㅋㅋ
물론 나도 퀵펜없음",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111652&page=5
111651,근데 부작용중에 피곤하고 잠이 많이 오는건 왜임?,마갤러,2026-04-20 17:23:01,188,0,2,"뇌를 건드리는것도 아닌데
그냥 호르몬 유사체여도 몸에 무리가 ㅈㄴ 가는건가..",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111651&page=5
111650,린도자로 쩔긴하네,마갤러,2026-04-20 17:22:20,244,0,0,맘고생 다이어트까지 추가지원 낭낭하게,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111650&page=5
111649,아니 더단백 과일맛 개쓰레기같던데,ㅇㅇ,2026-04-20 17:18:03,184,0,7,"그게 넘어가냐 진짜 불량식품맛이라 불쾌할 정도던데
커피랑 초코가 그나마 먹을만하던데 카라멜은 안먹어봤고",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111649&page=5
111648,여기갤왜케재밌음?,git,2026-04-20 17:17:53,154,0,2,불구경하는거 존나재밌는데,1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111648&page=5
111644,오늘 스트레스 ㅈㄴ받았는데 배가안고프네,ㅇㅇ,2026-04-20 17:11:19,38,0,0,신기하넹,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111644&page=5
111643,린도의 맹물,ㅇㅇ,2026-04-20 17:07:20,366,3,3,"물도 짭이 있따.
대린도",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111643&page=5
111642,피자 한판먹었다고 3kg찜,마갤러,2026-04-20 17:05:15,252,1,6,이게 맞음?,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111642&page=5
111641,차라리 맹물자로면 돈만 날린거지 인도 중국 짝퉁 뭘로 만든지 모름,마갤러,2026-04-20 16:55:48,348,2,4,"내 몸뚱이에 꽂는거 미국에서 만들어진거여도 무서운데
뭘로 만든지 모르는거 어케꼽냐 ㄹㅇ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111641&page=5
111640,ㅅㄹ기간 2.5로 잘 막아내고 있는 스스로 넘 대견,ㅇㅇ,2026-04-20 16:54:25,117,0,1,후후 이대로만 쭉가자,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111640&page=5
111639,2.5mm 효과가 전혀없다가 4번째 맞고 ...,마갤러,2026-04-20 16:54:17,244,0,3,"2.5mm
효과와 부작용 모두 전혀 없다가,
아까워서 계속 맞았는데,
4번째 맞고 나니...
확실히 식욕이 줄었어.
그동안, 평소처럼 막 먹어도 토하는 등 부작용은 전혀없어. 지금도 그렇고.
하지만, 먹을순 있는데, 안 먹어도 힘들지 않아.
이제 제대로 작용하는 것 같은데,
2.5mm를 계속 맞을까?
수치를 올려봐야 비용만 비싸고
결국 올려야 한다면 최대한 서서히 올리는게 좋을 것 같은데 말야.",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111639&page=5
111638,작년 9월에 2.5 4펜 + 10월 5 4펜 맞았는데 5로 바로시작해도댈,마갤러,2026-04-20 16:52:56,73,0,0,부작용은 거의없다시피했고 2.5너무 돈아까운데..,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111638&page=5
111637,반평생 맞으라고 하면 맞을꺼임?,마갤러,2026-04-20 16:51:58,294,0,12,"난 부작용x
유지단계에서 보험용으로
계속 맞고 싶음 이유는 내 자신을 못믿겠어서
돌아갈까봐
근데 돈이 문제긴함",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111637&page=6
111636,2.5 3주차인데 점점 배고파지네,마갤러,2026-04-20 16:50:36,69,0,0,"1, 2주차는 ㄱㅊ았는데 ㅇㄴㅇㄴㅇㄴ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111636&page=6
111635,푸른ㄷ워터 당 개높은데,ㅇㅇ,2026-04-20 16:50:29,155,0,10,그냥 먹음? 딱딱이똥 삼일째나와서 답답함 ㅠ,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111635&page=6
111634,캬! 하루만에 6kg 감량,응우옌,2026-04-20 16:44:05,324,2,8,"는 장염인지 뭔지
위 아래로 물만 존나 싸대서 다음날 쯤보니 6k가량 빠져있었음..
병원서 링겔 맞고잇다..",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111634&page=6
111633,5짜리 맞다가 위고비 0.5 맞는데 원래 아무 느낌 안나나..,마갤러,2026-04-20 16:37:29,101,0,1,"예전에 가격 폭등했을때 사둔 위고비... 버리긴 돈아까워서 그냥 맞는데
원래 이런 식으로 5 맞다가 0.5로 확 바꾸면 첨엔 아무 느낌 안날까?
아님 낼이면 좀 다를까?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111633&page=6
111632,간이랑 요산수치 높으면 단쉐 ㄴㄴ?,마갤러,2026-04-20 16:34:04,202,0,10,"ai가 되도록 먹지말라고 뜯어말리네
요산은 조금 높아서 주의관찰하고 간수치가 좀 높음... 곧 대학병원 검사감
대충 계산해보니 하루 단백질 60g밖에 안 먹었음...
단쉐 안 먹으면 아침에 계란 추가하고 점심에 일반식에다가 추가로 닭가슴살 1팩씩 먹고 저녁에 두부한모 추가하고 이래야하나",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=111632&page=6
